PERF,app_time,type,operation,name,duration
PERF,209,sb_Event,dispatch,"gre.internalinit",0
PERF,211,sb_Lua,func,"cb_demo_init",0
PERF,211,sb_Action,func,"gra.lua",1
PERF,438,sb_Lua,func,"CBFillTable",227
PERF,441,sb_Action,func,"gra.lua",230
PERF,441,sb_Action,func,"gra.animate",0
PERF,443,sb_Action,func,"gra.animate",1
PERF,502,sb_Event,dispatch,"gre.init",292
PERF,505,sb_Screen,size,"startScreen",3
PERF,666,sb_Image,load,"/crank/WashingMachine_V2/images/Backgrounds/washerBG.png",160
PERF,689,sb_Image,render,"images/Backgrounds/washerBG.png",22
PERF,689,sb_RenderExtension,render,"image",183
PERF,689,sb_Control,render,"background",183
PERF,689,sb_Layer,render,"background",183
PERF,752,sb_Image,load,"/crank/WashingMachine_V2/images/water_dark.png",63
PERF,758,sb_Image,render,"images/water_dark.png",6
PERF,758,sb_RenderExtension,render,"image",69
PERF,758,sb_Control,render,"water_dark",69
PERF,823,sb_Image,load,"/crank/WashingMachine_V2/images/water_light.png",65
PERF,832,sb_Image,render,"images/water_light.png",9
PERF,832,sb_RenderExtension,render,"image",74
PERF,832,sb_Image,render,"images/water_light.png",0
PERF,832,sb_RenderExtension,render,"image",0
PERF,832,sb_Control,render,"water_light",74
PERF,832,sb_Layer,render,"water",143
PERF,836,sb_Image,load,"/crank/WashingMachine_V2/images/shadow.png",4
PERF,837,sb_Image,render,"images/shadow.png",1
PERF,837,sb_RenderExtension,render,"image",5
PERF,837,sb_Control,render,"shadow",5
PERF,841,sb_Image,load,"/crank/WashingMachine_V2/images/cottonBackground.png",3
PERF,842,sb_Image,render,"images/cottonBackground.png",1
PERF,842,sb_RenderExtension,render,"image",5
PERF,842,sb_Control,render,"background",5
PERF,843,sb_Font,load,"/crank/WashingMachine_V2/fonts/Roboto-Light.ttf",1
PERF,846,sb_String,size,"Cotton",3
PERF,846,sb_String,render,"Cotton",0
PERF,846,sb_RenderExtension,render,"text",4
PERF,847,sb_Control,render,"buttonText",4
PERF,848,sb_Image,render,"images/shadow.png",1
PERF,848,sb_RenderExtension,render,"image",1
PERF,848,sb_Control,render,"shadow",1
PERF,851,sb_Image,load,"/crank/WashingMachine_V2/images/delicatesBackground.png",3
PERF,852,sb_Image,render,"images/delicatesBackground.png",1
PERF,852,sb_RenderExtension,render,"image",4
PERF,852,sb_Control,render,"background",4
PERF,856,sb_String,size,"Delicates",4
PERF,856,sb_String,render,"Delicates",0
PERF,856,sb_RenderExtension,render,"text",4
PERF,856,sb_Control,render,"buttonText",4
PERF,858,sb_Image,render,"images/shadow.png",2
PERF,858,sb_RenderExtension,render,"image",2
PERF,858,sb_Control,render,"shadow",2
PERF,861,sb_Image,load,"/crank/WashingMachine_V2/images/permpressBackground.png",3
PERF,862,sb_Image,render,"images/permpressBackground.png",1
PERF,862,sb_RenderExtension,render,"image",4
PERF,862,sb_Control,render,"background",4
PERF,864,sb_String,size,"Perm. Press",2
PERF,864,sb_String,render,"Perm. Press",0
PERF,864,sb_RenderExtension,render,"text",2
PERF,864,sb_Control,render,"buttonText",2
PERF,865,sb_Image,render,"images/shadow.png",1
PERF,865,sb_RenderExtension,render,"image",1
PERF,865,sb_Control,render,"shadow",1
PERF,869,sb_Image,load,"/crank/WashingMachine_V2/images/woolBackground.png",3
PERF,870,sb_Image,render,"images/woolBackground.png",1
PERF,870,sb_RenderExtension,render,"image",4
PERF,870,sb_Control,render,"background",4
PERF,871,sb_String,size,"Wool",1
PERF,871,sb_String,render,"Wool",0
PERF,871,sb_RenderExtension,render,"text",1
PERF,871,sb_Control,render,"buttonText",1
PERF,873,sb_Image,render,"images/shadow.png",2
PERF,873,sb_RenderExtension,render,"image",2
PERF,873,sb_Control,render,"shadow",2
PERF,876,sb_Image,load,"/crank/WashingMachine_V2/images/beddingBackground.png",3
PERF,877,sb_Image,render,"images/beddingBackground.png",1
PERF,877,sb_RenderExtension,render,"image",4
PERF,877,sb_Control,render,"beddingBackground",4
PERF,880,sb_String,size,"Bedding",3
PERF,880,sb_String,render,"Bedding",0
PERF,880,sb_RenderExtension,render,"text",3
PERF,880,sb_Control,render,"buttonText",3
PERF,881,sb_Image,render,"images/shadow.png",1
PERF,881,sb_RenderExtension,render,"image",1
PERF,881,sb_Control,render,"shadow",1
PERF,885,sb_Image,load,"/crank/WashingMachine_V2/images/heavyButtonBackground.png",3
PERF,886,sb_Image,render,"images/heavyButtonBackground.png",1
PERF,886,sb_RenderExtension,render,"image",5
PERF,886,sb_Control,render,"heavyButtonBackground",5
PERF,888,sb_String,size,"Heavy",2
PERF,888,sb_String,render,"Heavy",0
PERF,888,sb_RenderExtension,render,"text",2
PERF,888,sb_Control,render,"buttonText",2
PERF,889,sb_Image,render,"images/shadow.png",1
PERF,889,sb_RenderExtension,render,"image",1
PERF,889,sb_Control,render,"shadow",1
PERF,893,sb_Image,load,"/crank/WashingMachine_V2/images/ecoBackground.png",4
PERF,894,sb_Image,render,"images/ecoBackground.png",1
PERF,894,sb_RenderExtension,render,"image",5
PERF,894,sb_Control,render,"ecoBackground",5
PERF,894,sb_String,size,"Eco.",0
PERF,895,sb_String,render,"Eco.",0
PERF,895,sb_RenderExtension,render,"text",1
PERF,895,sb_Control,render,"buttonText",1
PERF,896,sb_Image,render,"images/shadow.png",1
PERF,896,sb_RenderExtension,render,"image",1
PERF,896,sb_Control,render,"shadow",1
PERF,900,sb_Image,load,"/crank/WashingMachine_V2/images/quickBackground.png",4
PERF,901,sb_Image,render,"images/quickBackground.png",1
PERF,901,sb_RenderExtension,render,"image",5
PERF,901,sb_Control,render,"quickBackground",5
PERF,903,sb_String,size,"Quick Wash",2
PERF,903,sb_String,render,"Quick Wash",0
PERF,903,sb_RenderExtension,render,"text",2
PERF,903,sb_Control,render,"buttonText",2
PERF,903,sb_Layer,render,"selectFabric",71
PERF,904,sb_RenderExtension,render,"fill",1
PERF,904,sb_Control,render,"TitleBarColour",1
PERF,915,sb_Image,load,"/crank/WashingMachine_V2/images/crankLogo.png",11
PERF,917,sb_Image,render,"images/crankLogo.png",2
PERF,917,sb_RenderExtension,render,"image",13
PERF,917,sb_Control,render,"crankLogo",13
PERF,918,sb_Font,load,"/crank/WashingMachine_V2/fonts/Roboto-Regular.ttf",0
PERF,924,sb_String,size,"Smart Wash",6
PERF,924,sb_String,render,"Smart Wash",0
PERF,924,sb_RenderExtension,render,"text",7
PERF,924,sb_Control,render,"Smart_Wash",7
PERF,926,sb_Image,load,"/crank/WashingMachine_V2/images/settings.png",2
PERF,926,sb_Image,render,"images/settings.png",0
PERF,926,sb_RenderExtension,render,"image",2
PERF,926,sb_Control,render,"options",2
PERF,926,sb_Layer,render,"titleBar",23
PERF,926,sb_Layer,render,"emptyBlockLayer",0
PERF,926,sb_Screen,render,"startScreen",421
PERF,934,sb_Screen,render,"display_update",8
PERF,934,sb_Event,dispatch,"gre.table.viewport",0
PERF,934,sb_Event,dispatch,"gre.redraw",0
PERF,936,sb_Screen,size,"startScreen",2
PERF,957,sb_Image,render,"images/Backgrounds/washerBG.png",21
PERF,957,sb_RenderExtension,render,"image",21
PERF,957,sb_Control,render,"background",21
PERF,957,sb_Layer,render,"background",21
PERF,962,sb_Image,render,"images/water_dark.png",5
PERF,962,sb_RenderExtension,render,"image",5
PERF,962,sb_Control,render,"water_dark",5
PERF,970,sb_Image,render,"images/water_light.png",8
PERF,970,sb_RenderExtension,render,"image",8
PERF,970,sb_Image,render,"images/water_light.png",0
PERF,970,sb_RenderExtension,render,"image",0
PERF,970,sb_Control,render,"water_light",8
PERF,970,sb_Layer,render,"water",13
PERF,971,sb_Image,render,"images/shadow.png",1
PERF,971,sb_RenderExtension,render,"image",1
PERF,971,sb_Control,render,"shadow",1
PERF,972,sb_Image,render,"images/cottonBackground.png",1
PERF,972,sb_RenderExtension,render,"image",1
PERF,972,sb_Control,render,"background",1
PERF,972,sb_String,render,"Cotton",0
PERF,972,sb_RenderExtension,render,"text",0
PERF,973,sb_Control,render,"buttonText",1
PERF,974,sb_Image,render,"images/shadow.png",1
PERF,974,sb_RenderExtension,render,"image",1
PERF,974,sb_Control,render,"shadow",1
PERF,975,sb_Image,render,"images/delicatesBackground.png",1
PERF,975,sb_RenderExtension,render,"image",1
PERF,975,sb_Control,render,"background",1
PERF,975,sb_String,render,"Delicates",0
PERF,975,sb_RenderExtension,render,"text",0
PERF,975,sb_Control,render,"buttonText",0
PERF,976,sb_Image,render,"images/shadow.png",1
PERF,976,sb_RenderExtension,render,"image",1
PERF,976,sb_Control,render,"shadow",1
PERF,977,sb_Image,render,"images/permpressBackground.png",1
PERF,977,sb_RenderExtension,render,"image",1
PERF,977,sb_Control,render,"background",1
PERF,978,sb_String,render,"Perm. Press",0
PERF,978,sb_RenderExtension,render,"text",0
PERF,978,sb_Control,render,"buttonText",0
PERF,979,sb_Image,render,"images/shadow.png",1
PERF,979,sb_RenderExtension,render,"image",1
PERF,979,sb_Control,render,"shadow",1
PERF,980,sb_Image,render,"images/woolBackground.png",1
PERF,980,sb_RenderExtension,render,"image",1
PERF,980,sb_Control,render,"background",1
PERF,981,sb_String,render,"Wool",1
PERF,981,sb_RenderExtension,render,"text",1
PERF,981,sb_Control,render,"buttonText",1
PERF,982,sb_Image,render,"images/shadow.png",1
PERF,982,sb_RenderExtension,render,"image",1
PERF,982,sb_Control,render,"shadow",1
PERF,983,sb_Image,render,"images/beddingBackground.png",1
PERF,983,sb_RenderExtension,render,"image",1
PERF,983,sb_Control,render,"beddingBackground",1
PERF,983,sb_String,render,"Bedding",0
PERF,983,sb_RenderExtension,render,"text",0
PERF,983,sb_Control,render,"buttonText",0
PERF,984,sb_Image,render,"images/shadow.png",1
PERF,984,sb_RenderExtension,render,"image",1
PERF,984,sb_Control,render,"shadow",1
PERF,985,sb_Image,render,"images/heavyButtonBackground.png",1
PERF,985,sb_RenderExtension,render,"image",1
PERF,985,sb_Control,render,"heavyButtonBackground",1
PERF,986,sb_String,render,"Heavy",1
PERF,986,sb_RenderExtension,render,"text",1
PERF,986,sb_Control,render,"buttonText",1
PERF,987,sb_Image,render,"images/shadow.png",1
PERF,987,sb_RenderExtension,render,"image",1
PERF,987,sb_Control,render,"shadow",1
PERF,988,sb_Image,render,"images/ecoBackground.png",1
PERF,988,sb_RenderExtension,render,"image",1
PERF,988,sb_Control,render,"ecoBackground",1
PERF,988,sb_String,render,"Eco.",0
PERF,988,sb_RenderExtension,render,"text",0
PERF,988,sb_Control,render,"buttonText",0
PERF,989,sb_Image,render,"images/shadow.png",1
PERF,989,sb_RenderExtension,render,"image",1
PERF,989,sb_Control,render,"shadow",1
PERF,990,sb_Image,render,"images/quickBackground.png",1
PERF,990,sb_RenderExtension,render,"image",1
PERF,990,sb_Control,render,"quickBackground",1
PERF,991,sb_String,render,"Quick Wash",1
PERF,991,sb_RenderExtension,render,"text",1
PERF,991,sb_Control,render,"buttonText",1
PERF,991,sb_Layer,render,"selectFabric",21
PERF,992,sb_RenderExtension,render,"fill",1
PERF,992,sb_Control,render,"TitleBarColour",1
PERF,993,sb_Image,render,"images/crankLogo.png",1
PERF,994,sb_RenderExtension,render,"image",2
PERF,994,sb_Control,render,"crankLogo",2
PERF,994,sb_String,render,"Smart Wash",0
PERF,994,sb_RenderExtension,render,"text",0
PERF,994,sb_Control,render,"Smart_Wash",0
PERF,994,sb_Image,render,"images/settings.png",0
PERF,994,sb_RenderExtension,render,"image",0
PERF,994,sb_Control,render,"options",0
PERF,994,sb_Layer,render,"titleBar",3
PERF,994,sb_Layer,render,"emptyBlockLayer",0
PERF,994,sb_Screen,render,"startScreen",58
PERF,1001,sb_Screen,render,"display_update",7
PERF,1002,sb_Event,dispatch,"gre.table.viewport",0
PERF,1002,sb_Event,dispatch,"gre.table.viewport",0
PERF,1002,sb_Event,dispatch,"gre.table.viewport",0
PERF,1002,sb_Event,dispatch,"gre.table.viewport",0
PERF,1002,sb_Event,dispatch,"gre.table.viewport",0
PERF,1002,sb_Event,dispatch,"gre.table.viewport",0
PERF,1002,sb_Event,dispatch,"gre.table.viewport",0
PERF,1002,sb_Event,dispatch,"gre.table.viewport",0
PERF,1002,sb_Event,dispatch,"gre.table.viewport",0
PERF,1002,sb_Event,dispatch,"checkDateTableEvent",0
PERF,1002,sb_Event,dispatch,"checkHourTableEvent",0
PERF,1002,sb_Event,dispatch,"checkMinTableEvent",0
PERF,1002,sb_Event,dispatch,"checkMonthTableEvent",0
PERF,1002,sb_Event,dispatch,"checkYearTableEvent",0
PERF,1003,sb_Event,dispatch,"gre.screenshow.pre",0
PERF,1007,sb_Action,func,"gra.datachange",4
PERF,1007,sb_Action,func,"gra.datachange",0
PERF,1007,sb_Lua,func,"idleTimer",0
PERF,1007,sb_Action,func,"gra.lua",0
PERF,1008,sb_Event,dispatch,"gre.screenshow.post",5
PERF,1008,sb_Event,dispatch,"gre.redraw",0
PERF,1011,sb_Screen,size,"startScreen",3
PERF,1033,sb_Image,render,"images/Backgrounds/washerBG.png",22
PERF,1033,sb_RenderExtension,render,"image",22
PERF,1033,sb_Control,render,"background",22
PERF,1033,sb_Layer,render,"background",22
PERF,1042,sb_Image,render,"images/water_dark.png",9
PERF,1042,sb_RenderExtension,render,"image",9
PERF,1042,sb_Control,render,"water_dark",9
PERF,1050,sb_Image,render,"images/water_light.png",8
PERF,1050,sb_RenderExtension,render,"image",8
PERF,1050,sb_Image,render,"images/water_light.png",0
PERF,1050,sb_RenderExtension,render,"image",0
PERF,1050,sb_Control,render,"water_light",8
PERF,1051,sb_RenderExtension,render,"circle",1
PERF,1051,sb_Control,render,"bub1",1
PERF,1051,sb_RenderExtension,render,"circle",0
PERF,1051,sb_Control,render,"bub9",0
PERF,1051,sb_RenderExtension,render,"circle",0
PERF,1051,sb_Control,render,"bub11",0
PERF,1051,sb_Layer,render,"water",18
PERF,1053,sb_Image,render,"images/shadow.png",2
PERF,1053,sb_RenderExtension,render,"image",2
PERF,1053,sb_Control,render,"shadow",2
PERF,1053,sb_Image,render,"images/cottonBackground.png",0
PERF,1054,sb_RenderExtension,render,"image",1
PERF,1054,sb_Control,render,"background",1
PERF,1054,sb_String,render,"Cotton",0
PERF,1054,sb_RenderExtension,render,"text",0
PERF,1054,sb_Control,render,"buttonText",0
PERF,1055,sb_Image,render,"images/shadow.png",1
PERF,1055,sb_RenderExtension,render,"image",1
PERF,1055,sb_Control,render,"shadow",1
PERF,1056,sb_Image,render,"images/delicatesBackground.png",1
PERF,1056,sb_RenderExtension,render,"image",1
PERF,1056,sb_Control,render,"background",1
PERF,1056,sb_String,render,"Delicates",0
PERF,1056,sb_RenderExtension,render,"text",0
PERF,1056,sb_Control,render,"buttonText",0
PERF,1058,sb_Image,render,"images/shadow.png",2
PERF,1058,sb_RenderExtension,render,"image",2
PERF,1058,sb_Control,render,"shadow",2
PERF,1059,sb_Image,render,"images/permpressBackground.png",1
PERF,1059,sb_RenderExtension,render,"image",1
PERF,1059,sb_Control,render,"background",1
PERF,1059,sb_String,render,"Perm. Press",0
PERF,1059,sb_RenderExtension,render,"text",0
PERF,1059,sb_Control,render,"buttonText",0
PERF,1060,sb_Image,render,"images/shadow.png",1
PERF,1060,sb_RenderExtension,render,"image",1
PERF,1060,sb_Control,render,"shadow",1
PERF,1061,sb_Image,render,"images/woolBackground.png",1
PERF,1061,sb_RenderExtension,render,"image",1
PERF,1061,sb_Control,render,"background",1
PERF,1061,sb_String,render,"Wool",0
PERF,1062,sb_RenderExtension,render,"text",1
PERF,1062,sb_Control,render,"buttonText",1
PERF,1063,sb_Image,render,"images/shadow.png",1
PERF,1063,sb_RenderExtension,render,"image",1
PERF,1063,sb_Control,render,"shadow",1
PERF,1064,sb_Image,render,"images/beddingBackground.png",1
PERF,1064,sb_RenderExtension,render,"image",1
PERF,1064,sb_Control,render,"beddingBackground",1
PERF,1064,sb_String,render,"Bedding",0
PERF,1064,sb_RenderExtension,render,"text",0
PERF,1064,sb_Control,render,"buttonText",0
PERF,1065,sb_Image,render,"images/shadow.png",1
PERF,1065,sb_RenderExtension,render,"image",1
PERF,1065,sb_Control,render,"shadow",1
PERF,1066,sb_Image,render,"images/heavyButtonBackground.png",1
PERF,1066,sb_RenderExtension,render,"image",1
PERF,1066,sb_Control,render,"heavyButtonBackground",1
PERF,1067,sb_String,render,"Heavy",1
PERF,1067,sb_RenderExtension,render,"text",1
PERF,1067,sb_Control,render,"buttonText",1
PERF,1068,sb_Image,render,"images/shadow.png",1
PERF,1068,sb_RenderExtension,render,"image",1
PERF,1068,sb_Control,render,"shadow",1
PERF,1069,sb_Image,render,"images/ecoBackground.png",1
PERF,1069,sb_RenderExtension,render,"image",1
PERF,1069,sb_Control,render,"ecoBackground",1
PERF,1069,sb_String,render,"Eco.",0
PERF,1069,sb_RenderExtension,render,"text",0
PERF,1069,sb_Control,render,"buttonText",0
PERF,1070,sb_Image,render,"images/shadow.png",1
PERF,1070,sb_RenderExtension,render,"image",1
PERF,1070,sb_Control,render,"shadow",1
PERF,1071,sb_Image,render,"images/quickBackground.png",0
PERF,1071,sb_RenderExtension,render,"image",1
PERF,1071,sb_Control,render,"quickBackground",1
PERF,1072,sb_String,render,"Quick Wash",1
PERF,1072,sb_RenderExtension,render,"text",1
PERF,1072,sb_Control,render,"buttonText",1
PERF,1072,sb_Layer,render,"selectFabric",21
PERF,1073,sb_RenderExtension,render,"fill",1
PERF,1073,sb_Control,render,"TitleBarColour",1
PERF,1075,sb_Image,render,"images/crankLogo.png",2
PERF,1075,sb_RenderExtension,render,"image",2
PERF,1075,sb_Control,render,"crankLogo",2
PERF,1075,sb_String,render,"Smart Wash",0
PERF,1075,sb_RenderExtension,render,"text",0
PERF,1075,sb_Control,render,"Smart_Wash",0
PERF,1075,sb_Image,render,"images/settings.png",0
PERF,1076,sb_RenderExtension,render,"image",1
PERF,1076,sb_Control,render,"options",1
PERF,1076,sb_Layer,render,"titleBar",4
PERF,1076,sb_Layer,render,"emptyBlockLayer",0
PERF,1076,sb_Screen,render,"startScreen",65
PERF,1083,sb_Screen,render,"display_update",7
PERF,1083,sb_Event,dispatch,"gre.redraw",0
PERF,1085,sb_Screen,size,"startScreen",2
PERF,1107,sb_Image,render,"images/Backgrounds/washerBG.png",22
PERF,1107,sb_RenderExtension,render,"image",22
PERF,1107,sb_Control,render,"background",22
PERF,1107,sb_Layer,render,"background",22
PERF,1115,sb_Image,render,"images/water_dark.png",8
PERF,1115,sb_RenderExtension,render,"image",8
PERF,1115,sb_Control,render,"water_dark",8
PERF,1124,sb_Image,render,"images/water_light.png",8
PERF,1124,sb_RenderExtension,render,"image",9
PERF,1124,sb_Image,render,"images/water_light.png",0
PERF,1124,sb_RenderExtension,render,"image",0
PERF,1124,sb_Control,render,"water_light",9
PERF,1124,sb_RenderExtension,render,"circle",0
PERF,1124,sb_Control,render,"bub1",0
PERF,1125,sb_RenderExtension,render,"circle",1
PERF,1125,sb_Control,render,"bub9",1
PERF,1125,sb_RenderExtension,render,"circle",0
PERF,1125,sb_Control,render,"bub11",0
PERF,1125,sb_Layer,render,"water",18
PERF,1126,sb_Image,render,"images/shadow.png",1
PERF,1126,sb_RenderExtension,render,"image",1
PERF,1126,sb_Control,render,"shadow",1
PERF,1127,sb_Image,render,"images/cottonBackground.png",1
PERF,1127,sb_RenderExtension,render,"image",1
PERF,1127,sb_Control,render,"background",1
PERF,1127,sb_String,render,"Cotton",0
PERF,1127,sb_RenderExtension,render,"text",0
PERF,1127,sb_Control,render,"buttonText",0
PERF,1129,sb_Image,render,"images/shadow.png",2
PERF,1129,sb_RenderExtension,render,"image",2
PERF,1129,sb_Control,render,"shadow",2
PERF,1130,sb_Image,render,"images/delicatesBackground.png",1
PERF,1130,sb_RenderExtension,render,"image",1
PERF,1130,sb_Control,render,"background",1
PERF,1130,sb_String,render,"Delicates",0
PERF,1130,sb_RenderExtension,render,"text",0
PERF,1130,sb_Control,render,"buttonText",0
PERF,1131,sb_Image,render,"images/shadow.png",1
PERF,1131,sb_RenderExtension,render,"image",1
PERF,1131,sb_Control,render,"shadow",1
PERF,1132,sb_Image,render,"images/permpressBackground.png",1
PERF,1132,sb_RenderExtension,render,"image",1
PERF,1132,sb_Control,render,"background",1
PERF,1133,sb_String,render,"Perm. Press",1
PERF,1133,sb_RenderExtension,render,"text",1
PERF,1133,sb_Control,render,"buttonText",1
PERF,1134,sb_Image,render,"images/shadow.png",1
PERF,1134,sb_RenderExtension,render,"image",1
PERF,1134,sb_Control,render,"shadow",1
PERF,1135,sb_Image,render,"images/woolBackground.png",1
PERF,1135,sb_RenderExtension,render,"image",1
PERF,1135,sb_Control,render,"background",1
PERF,1135,sb_String,render,"Wool",0
PERF,1135,sb_RenderExtension,render,"text",0
PERF,1135,sb_Control,render,"buttonText",0
PERF,1136,sb_Image,render,"images/shadow.png",1
PERF,1136,sb_RenderExtension,render,"image",1
PERF,1136,sb_Control,render,"shadow",1
PERF,1137,sb_Image,render,"images/beddingBackground.png",0
PERF,1137,sb_RenderExtension,render,"image",0
PERF,1137,sb_Control,render,"beddingBackground",1
PERF,1138,sb_String,render,"Bedding",1
PERF,1138,sb_RenderExtension,render,"text",1
PERF,1138,sb_Control,render,"buttonText",1
PERF,1139,sb_Image,render,"images/shadow.png",1
PERF,1139,sb_RenderExtension,render,"image",1
PERF,1139,sb_Control,render,"shadow",1
PERF,1140,sb_Image,render,"images/heavyButtonBackground.png",1
PERF,1140,sb_RenderExtension,render,"image",1
PERF,1140,sb_Control,render,"heavyButtonBackground",1
PERF,1140,sb_String,render,"Heavy",0
PERF,1140,sb_RenderExtension,render,"text",0
PERF,1141,sb_Control,render,"buttonText",1
PERF,1142,sb_Image,render,"images/shadow.png",1
PERF,1142,sb_RenderExtension,render,"image",1
PERF,1142,sb_Control,render,"shadow",1
PERF,1143,sb_Image,render,"images/ecoBackground.png",1
PERF,1143,sb_RenderExtension,render,"image",1
PERF,1143,sb_Control,render,"ecoBackground",1
PERF,1143,sb_String,render,"Eco.",0
PERF,1143,sb_RenderExtension,render,"text",0
PERF,1143,sb_Control,render,"buttonText",0
PERF,1144,sb_Image,render,"images/shadow.png",1
PERF,1144,sb_RenderExtension,render,"image",1
PERF,1144,sb_Control,render,"shadow",1
PERF,1145,sb_Image,render,"images/quickBackground.png",1
PERF,1145,sb_RenderExtension,render,"image",1
PERF,1145,sb_Control,render,"quickBackground",1
PERF,1146,sb_String,render,"Quick Wash",1
PERF,1146,sb_RenderExtension,render,"text",1
PERF,1146,sb_Control,render,"buttonText",1
PERF,1146,sb_Layer,render,"selectFabric",21
PERF,1147,sb_RenderExtension,render,"fill",1
PERF,1147,sb_Control,render,"TitleBarColour",1
PERF,1148,sb_Image,render,"images/crankLogo.png",1
PERF,1148,sb_RenderExtension,render,"image",1
PERF,1148,sb_Control,render,"crankLogo",1
PERF,1149,sb_String,render,"Smart Wash",1
PERF,1149,sb_RenderExtension,render,"text",1
PERF,1149,sb_Control,render,"Smart_Wash",1
PERF,1149,sb_Image,render,"images/settings.png",0
PERF,1149,sb_RenderExtension,render,"image",0
PERF,1149,sb_Control,render,"options",0
PERF,1149,sb_Layer,render,"titleBar",3
PERF,1149,sb_Layer,render,"emptyBlockLayer",0
PERF,1149,sb_Screen,render,"startScreen",64
PERF,1156,sb_Screen,render,"display_update",7
PERF,1157,sb_Event,dispatch,"gre.redraw",0
PERF,1158,sb_Screen,size,"startScreen",1
PERF,1181,sb_Image,render,"images/Backgrounds/washerBG.png",23
PERF,1181,sb_RenderExtension,render,"image",23
PERF,1181,sb_Control,render,"background",23
PERF,1181,sb_Layer,render,"background",23
PERF,1189,sb_Image,render,"images/water_dark.png",8
PERF,1189,sb_RenderExtension,render,"image",8
PERF,1189,sb_Control,render,"water_dark",8
PERF,1198,sb_Image,render,"images/water_light.png",9
PERF,1198,sb_RenderExtension,render,"image",9
PERF,1198,sb_Image,render,"images/water_light.png",0
PERF,1198,sb_RenderExtension,render,"image",0
PERF,1198,sb_Control,render,"water_light",9
PERF,1199,sb_RenderExtension,render,"circle",1
PERF,1199,sb_Control,render,"bub1",1
PERF,1199,sb_RenderExtension,render,"circle",0
PERF,1199,sb_Control,render,"bub9",0
PERF,1199,sb_RenderExtension,render,"circle",0
PERF,1199,sb_Control,render,"bub11",0
PERF,1199,sb_Layer,render,"water",18
PERF,1200,sb_Image,render,"images/shadow.png",1
PERF,1200,sb_RenderExtension,render,"image",1
PERF,1200,sb_Control,render,"shadow",1
PERF,1201,sb_Image,render,"images/cottonBackground.png",1
PERF,1201,sb_RenderExtension,render,"image",1
PERF,1201,sb_Control,render,"background",1
PERF,1202,sb_String,render,"Cotton",1
PERF,1202,sb_RenderExtension,render,"text",1
PERF,1202,sb_Control,render,"buttonText",1
PERF,1203,sb_Image,render,"images/shadow.png",1
PERF,1203,sb_RenderExtension,render,"image",1
PERF,1203,sb_Control,render,"shadow",1
PERF,1204,sb_Image,render,"images/delicatesBackground.png",1
PERF,1204,sb_RenderExtension,render,"image",1
PERF,1204,sb_Control,render,"background",1
PERF,1204,sb_String,render,"Delicates",0
PERF,1204,sb_RenderExtension,render,"text",0
PERF,1204,sb_Control,render,"buttonText",0
PERF,1205,sb_Image,render,"images/shadow.png",1
PERF,1205,sb_RenderExtension,render,"image",1
PERF,1205,sb_Control,render,"shadow",1
PERF,1206,sb_Image,render,"images/permpressBackground.png",1
PERF,1206,sb_RenderExtension,render,"image",1
PERF,1206,sb_Control,render,"background",1
PERF,1207,sb_String,render,"Perm. Press",1
PERF,1207,sb_RenderExtension,render,"text",1
PERF,1207,sb_Control,render,"buttonText",1
PERF,1208,sb_Image,render,"images/shadow.png",1
PERF,1208,sb_RenderExtension,render,"image",1
PERF,1208,sb_Control,render,"shadow",1
PERF,1209,sb_Image,render,"images/woolBackground.png",1
PERF,1209,sb_RenderExtension,render,"image",1
PERF,1209,sb_Control,render,"background",1
PERF,1209,sb_String,render,"Wool",0
PERF,1209,sb_RenderExtension,render,"text",0
PERF,1209,sb_Control,render,"buttonText",0
PERF,1211,sb_Image,render,"images/shadow.png",2
PERF,1211,sb_RenderExtension,render,"image",2
PERF,1211,sb_Control,render,"shadow",2
PERF,1212,sb_Image,render,"images/beddingBackground.png",1
PERF,1212,sb_RenderExtension,render,"image",1
PERF,1212,sb_Control,render,"beddingBackground",1
PERF,1212,sb_String,render,"Bedding",0
PERF,1212,sb_RenderExtension,render,"text",0
PERF,1212,sb_Control,render,"buttonText",0
PERF,1213,sb_Image,render,"images/shadow.png",1
PERF,1213,sb_RenderExtension,render,"image",1
PERF,1213,sb_Control,render,"shadow",1
PERF,1214,sb_Image,render,"images/heavyButtonBackground.png",1
PERF,1214,sb_RenderExtension,render,"image",1
PERF,1214,sb_Control,render,"heavyButtonBackground",1
PERF,1214,sb_String,render,"Heavy",0
PERF,1214,sb_RenderExtension,render,"text",0
PERF,1214,sb_Control,render,"buttonText",0
PERF,1216,sb_Image,render,"images/shadow.png",1
PERF,1216,sb_RenderExtension,render,"image",1
PERF,1216,sb_Control,render,"shadow",1
PERF,1217,sb_Image,render,"images/ecoBackground.png",1
PERF,1217,sb_RenderExtension,render,"image",1
PERF,1217,sb_Control,render,"ecoBackground",1
PERF,1217,sb_String,render,"Eco.",0
PERF,1217,sb_RenderExtension,render,"text",0
PERF,1217,sb_Control,render,"buttonText",0
PERF,1218,sb_Image,render,"images/shadow.png",1
PERF,1218,sb_RenderExtension,render,"image",1
PERF,1218,sb_Control,render,"shadow",1
PERF,1219,sb_Image,render,"images/quickBackground.png",1
PERF,1219,sb_RenderExtension,render,"image",1
PERF,1219,sb_Control,render,"quickBackground",1
PERF,1219,sb_String,render,"Quick Wash",0
PERF,1220,sb_RenderExtension,render,"text",1
